Distance Travelled,Radial Distance,Deadend,Turned Head,Blocks,Radius,Timeout
6.265872734,6.171893943,FALSE,0,32,4,FALSE
2.543288473,2.384759222,TRUE,0,50,5,FALSE
6.34585017,6.262860512,FALSE,0,32,4,FALSE
6.097282172,5.236116619,TRUE,0,200,10,FALSE
16.07966448,15.60616702,FALSE,0,242,11,TRUE
5.003847249,4.841124211,FALSE,0,18,3,FALSE
5.564197599,4.81736751,FALSE,0,18,3,FALSE
15.86316261,13.25877481,FALSE,0,162,9,FALSE
5.61523008,5.419058554,TRUE,0,128,8,FALSE
2.49704143,2.313825444,TRUE,0,162,9,FALSE
9.99785282,9.05611068,FALSE,0,72,6,FALSE
4.782392436,4.747202762,FALSE,0,18,3,FALSE
4.897330554,4.789843973,FALSE,0,18,3,FALSE
16.38822425,14.75377647,FALSE,0,200,10,FALSE
5.179869728,4.983369629,TRUE,0,162,9,FALSE
6.296619606,6.261409849,FALSE,0,32,4,FALSE
4.991161199,4.49725773,TRUE,0,242,11,FALSE
4.850390118,4.850358596,FALSE,0,18,3,FALSE
6.758874586,6.161534935,FALSE,0,32,4,FALSE
5.95587235,5.081642805,TRUE,0,242,11,FALSE
6.039657357,5.473774066,TRUE,0,200,10,FALSE
1.923890827,1.688926694,TRUE,0,98,7,FALSE
4.151450796,3.788970859,TRUE,0,128,8,FALSE
3.323776209,3.204502449,TRUE,0,72,6,FALSE
6.785254594,6.299836617,FALSE,0,32,4,FALSE
6.345996438,6.306084047,FALSE,0,32,4,FALSE
3.99002356,3.491689236,TRUE,0,200,10,FALSE
2.662499779,2.500787266,TRUE,0,200,10,FALSE
2.577944528,2.577929386,TRUE,0,72,6,FALSE
4.315875489,4.185182468,TRUE,0,128,8,FALSE
12.71833063,11.86464984,FALSE,0,128,8,FALSE
7.684131497,7.613938149,FALSE,0,50,5,FALSE
7.138894218,6.947581529,TRUE,0,242,11,FALSE
6.345996438,6.306084047,FALSE,0,32,4,FALSE
5.003847249,4.841124211,FALSE,0,18,3,FALSE
2.49704143,2.313825444,TRUE,0,242,11,FALSE
6.333388776,6.25433773,FALSE,0,32,4,FALSE
9.616214013,7.582827155,FALSE,0,50,5,FALSE
7.663529426,7.575973428,FALSE,0,50,5,FALSE
5.211882855,5.013893187,TRUE,0,162,9,FALSE
1.911669229,1.670222098,TRUE,0,162,9,FALSE
3.586914276,2.907846732,TRUE,0,242,11,FALSE
6.630183993,5.430872321,TRUE,0,242,11,FALSE
11.02321538,10.5248481,FALSE,0,98,7,FALSE
12.02986125,11.84548446,FALSE,0,128,8,FALSE
7.663529426,7.575973428,FALSE,0,50,5,FALSE
4.850390118,4.850358596,FALSE,0,18,3,FALSE
7.898122089,7.580513334,FALSE,0,50,5,FALSE
3.298467877,3.042010673,TRUE,0,32,4,FALSE
5.245757517,4.18603805,TRUE,0,98,7,FALSE
6.265889575,6.177141286,FALSE,0,32,4,FALSE
6.214394566,6.214354291,FALSE,0,32,4,FALSE
10.95457715,10.48754843,FALSE,0,98,7,FALSE
9.243623131,9.049124931,FALSE,0,72,6,FALSE
5.496899187,4.615476439,TRUE,0,242,11,FALSE
9.817548827,9.108471753,TRUE,0,242,11,FALSE
6.312957959,6.208190025,FALSE,0,32,4,FALSE
2.49704143,2.313825444,TRUE,0,50,5,FALSE
4.850390118,4.850358596,FALSE,0,18,3,FALSE
6.446129504,6.263126028,FALSE,0,32,4,FALSE
2.946933836,2.909572126,TRUE,0,162,9,FALSE
5.648806772,4.869750332,FALSE,0,18,3,FALSE
5.234694536,4.811370922,FALSE,0,18,3,FALSE
5.316824602,4.874278038,FALSE,0,18,3,FALSE
6.299724703,6.262775468,FALSE,0,32,4,FALSE
7.854103854,7.70622602,FALSE,0,50,5,FALSE
1.965310279,1.923191619,TRUE,0,162,9,FALSE
4.825047974,4.787066303,FALSE,0,18,3,FALSE
4.091949861,3.697754215,TRUE,0,72,6,FALSE
