"Distance Travelled","Radial Distance","Deadend","Turned Head","Blocks","Radius","Timeout"
7.673961458688436,7.588213084982438,False,0,50,5,False
4.0744180987508445,3.707340394967302,True,5,200,10,False
6.487541435840526,6.272665666456899,False,0,32,4,False
2.789320429896102,2.5858639235051237,True,6,162,9,False
4.8503901184064215,4.8503585958801425,False,0,18,3,False
9.142141013198195,9.078865884291305,False,0,72,6,False
7.890801742100027,4.680064460638264,True,18,200,10,False
22.590143908625375,15.584171168029215,False,22,242,11,True
3.7802953862749735,3.5336965071434827,True,7,50,5,False
3.6780065792320342,3.5479099558866705,True,2,162,9,False
11.826206568149283,9.093199529974862,False,1,72,6,False
3.292813048944107,3.1312539843567198,True,2,72,6,False
5.378955179212752,5.237551163499991,True,3,200,10,False
13.612634004964605,13.284166837260598,False,0,162,9,False
4.8503901184064215,4.8503585958801425,False,0,18,3,False
7.71333854448309,7.635108522745914,False,0,50,5,False
4.2552645747307585,4.009753225759082,True,7,128,8,False
4.5220241697993915,4.138537048179301,True,7,128,8,False
6.588441103279871,6.193364100501604,False,0,32,4,False
7.668757392447356,7.630737903260275,False,0,50,5,False
7.974397083244761,7.6786767882222575,False,0,50,5,False
4.8503901184064215,4.8503585958801425,False,0,18,3,False
6.214394566239049,6.214354290891625,False,0,32,4,False
7.372928583850727,6.298120065349128,False,224,72,6,True
5.816545112632484,4.807361160199343,True,4,50,5,False
11.239220152041375,3.2634073140108613,True,5,242,11,False
13.40199388896697,13.240215082569787,False,0,162,9,False
2.9665381187780286,2.921459221506997,True,2,50,5,False
8.525308906840701,3.7345308946878975,True,10,128,8,False
16.22040734168578,5.979302630293405,True,4,128,8,False
2.877116868359583,2.8662015052772825,True,3,72,6,False
8.705346446387537,4.356548853409825,True,4,162,9,False
7.733646347936755,7.603805140479249,False,0,50,5,False
3.1503742129017676,3.074985708060408,True,4,72,6,False
4.930140093780319,4.892265303197906,False,0,18,3,False
7.241592388018856,6.610762668285192,False,227,128,8,True
7.144545713967097,6.737078192275055,True,7,200,10,False
7.2441989269526355,6.70405027311235,True,1,128,8,False
6.405809869767266,6.158856748661113,False,0,32,4,False
3.926367818659771,3.3642348737063146,True,3,98,7,False
3.4054976466384503,3.052305750231127,True,5,32,4,False
4.8503901184064215,4.8503585958801425,False,0,18,3,False
10.695357229561658,9.027691874054394,False,0,72,6,False
8.47324961814334,7.681480760857693,False,0,50,5,False
4.814408831839057,4.7764215406711665,False,0,18,3,False
10.661633650560967,10.436424839319276,False,0,98,7,False
5.516178646445877,5.117123791810096,True,6,128,8,False
13.697628529793446,11.89884121132419,False,1,128,8,False
16.071092630059958,14.766736111203151,False,0,200,10,False
9.17573947878321,9.083728395564764,False,0,72,6,False
12.739978230192893,4.8430090246571185,True,7,128,8,False
4.762925429692354,4.249950875930777,True,2,72,6,False
5.982732062178712,4.755450854871322,True,15,98,7,False
4.782392435614348,4.747202762291114,False,0,18,3,False
3.112455676914302,2.7935036462438405,True,9,72,6,False
5.256245117809686,4.421334325948092,True,4,72,6,False
6.554553229308911,6.16513153406029,False,0,32,4,False
8.81809765344259,7.697329148130256,True,4,242,11,False
11.552542298752806,7.717535978002702,False,1,50,5,False
14.43542949053075,7.696867821777609,False,1,50,5,False
9.851869334872918,9.118265218600476,False,0,72,6,False
26.578457682774804,11.955594503368768,False,7,128,8,False
