"Distance Travelled","Radial DIstance","Deadend","Blocks","Radius"
3.317032853198962,3.145330048516338,True,80,8
7.886242493392109,6.905888383577389,True,80,8
46.354294633578114,4.128560821132049,True,80,8
9.955157282668983,8.516521816193881,True,80,8
7.06744400690912,6.865626729772179,True,80,8
18.68567566448113,8.666873319781764,False,80,8
35.62926870815883,8.523450568148414,False,80,8
10.467150809901021,8.6436777003659,False,80,8
17.91960274290483,4.337227325654847,True,80,8
23.724197184388256,8.624555856662452,False,80,8
9.320833064234229,8.594756934855585,False,80,8
18.73579991954147,8.5731909094007,False,80,8
5.624640242952849,4.3920552103180075,True,80,8
5.271377843121513,4.751904969191621,True,80,8
4.167309023341996,2.2578284748388837,True,80,8
14.335627638074417,8.5213420891814,False,80,8
2.711195674414144,2.506975615956622,True,80,8
0.762797818310221,0.7627787382823584,True,80,8
13.775829624725153,5.13542783645942,True,80,8
1.891028385413539,1.843814876889135,True,80,8
4.603757776246246,4.487288101477447,True,80,8
9.263017785557052,8.551667035485453,False,80,8
15.999060611710439,2.359202451509821,True,80,8
6.2089390065105095,5.426285770700364,True,80,8
6.214814932699121,6.034093910850746,True,80,8
0.762797818310221,0.7627787382823584,True,80,8
9.622269929409972,5.9283134378034115,True,80,8
3.546343319919352,3.4221343868741583,True,80,8
5.535553104681633,5.326099788591592,True,80,8
32.495955507924165,8.71210781961755,False,80,8
8.843532211655772,8.683787331329452,False,80,8
7.057537468260461,2.626675932193987,True,80,8
18.847384305366198,8.562894069598615,False,80,8
18.76409078995314,2.5747244043632467,True,80,8
10.808695476807532,8.542079171658944,False,80,8
9.044337571899108,8.509456309263502,False,80,8
22.828695705086634,8.550062518578148,False,80,8
2.4516627948009617,2.3334052130457854,True,80,8
1.8029153251699093,1.7714141666716552,True,80,8
15.323435303085919,6.446404436975768,True,80,8
10.928031781285783,8.68684286660916,False,80,8
9.391210704116915,8.73577607373571,False,80,8
6.757491386422378,6.306137523686144,True,80,8
1.1067050370937321,1.089228928380619,True,80,8
18.46495813982817,3.445491091036736,True,80,8
8.819059914371767,6.44315040057539,True,80,8
9.375894174024575,8.599006017483545,False,80,8
10.913543606546995,8.593110483564947,False,80,8
6.147801959051964,5.303819660158458,True,80,8
12.874403590131292,8.577650480582195,False,80,8
11.757983465511982,5.2072458564875586,True,80,8
8.90271627477644,8.698248446114837,False,80,8
0.005720490868623169,0.005090889312791708,True,80,8
15.764984933714285,8.652467320714695,False,80,8
8.800999741158614,8.59986207005626,False,80,8
15.148421930443149,2.0631295037251856,True,80,8
9.094083336523132,8.723645733427029,False,80,8
9.737104936034187,8.516792263034107,False,80,8
3.311122470571563,2.5015640547542852,True,80,8
9.724482889558956,8.738309778982432,False,80,8
21.237966895842483,2.5167100227762234,True,80,8
1.9813948995261836,1.9465360131809566,True,80,8
5.2277247252134345,5.016689356416529,True,80,8
4.011593405692061,3.456047668070462,True,80,8
58.50819435996719,8.570375669721633,False,80,8
17.772438643207497,8.637666955358686,False,80,8
2.6313219175367206,2.3455070973565704,True,80,8
2.8214612165248307,2.3240824873101205,True,80,8
17.32122221431337,8.596571881900283,False,80,8
8.851769646417205,8.74439042341997,False,80,8
7.285415755615062,6.566380617614072,True,80,8
9.366547273536629,8.65344443423821,False,80,8
6.901136337973011,6.573473891324897,True,80,8
9.39025237626703,8.732519746319383,False,80,8
5.556912539184624,3.587215289983269,True,80,8
13.067877526253927,6.778474622673561,True,80,8
9.299143245052607,8.563460273607607,False,80,8
1.891028385413539,1.843814876889135,True,80,8
9.577171950199013,8.552205217420243,False,80,8
3.546343319919352,3.4221343868741583,True,80,8
4.490586641448442,3.390869970377428,True,80,8
10.41140339317356,3.2438281324094094,True,80,8
3.4276789856132424,3.020393520034924,True,80,8
12.62997910656985,5.924380763108336,True,80,8
9.093030121925974,8.563936564911002,False,80,8
3.056996800554042,2.784078237636671,True,80,8
3.2326072635832004,3.11598548309342,True,80,8
11.373350392102099,8.574070925656185,False,80,8
9.665742807246746,8.552273506174718,False,80,8
8.706695298260554,8.521572606993331,False,80,8
33.816122746289054,4.055715821821033,True,80,8
3.6264978842245785,3.4154455932283847,True,80,8
9.736494990544278,8.549819714754138,False,80,8
1.7998396282437388,1.7305596089012953,True,80,8
8.970700671328437,8.71310928861465,False,80,8
22.46954353543146,3.067044188454,True,80,8
8.722593520209001,8.574461820466707,False,80,8
0.005720490868623169,0.005090889312791708,True,80,8
8.84583862389461,8.52623489679126,False,80,8
10.809561199409872,8.602152301656474,False,80,8
8.996472721131491,8.628885223106126,False,80,8
26.967141454976066,2.3779439328721246,True,80,8
10.122250477389844,8.501533608737159,False,80,8
11.384267585765977,8.5064911669327,False,80,8
9.98961594458407,8.720455658965038,False,80,8
13.990228813765816,8.538953312499547,False,80,8
25.708929005076037,8.545686982950789,False,80,8
15.110964649074276,8.57546831380743,False,80,8
9.27466250912233,8.633855387172618,False,80,8
3.5852206152941175,3.2106023459701385,True,80,8
7.346216251741672,6.6731450043438905,True,80,8
8.811152083475434,8.687546336824653,False,80,8
3.1714483806265017,3.114168806981411,True,80,8
6.9737275266322944,4.978336326219808,True,80,8
12.2035437720952,7.853986090593345,True,80,8
16.381783897461446,8.508667790519558,False,80,8
22.16494038559888,8.630706035775612,False,80,8
10.53830704566543,8.626960745403043,False,80,8
8.945033701239655,8.521051799605889,False,80,8
10.079268481003854,5.988947471187615,True,80,8
6.555994422733237,4.058933021710299,True,80,8
10.173528900354993,7.16924166746385,True,80,8
5.737222279188075,4.103728614432488,True,80,8
18.538968530765345,8.604344702120859,False,80,8
5.86403274330969,5.396683599234754,True,80,8
16.8721947040957,8.749295978941756,False,80,8
12.124258910257447,6.378153243040121,True,80,8
3.741234867873201,2.86724568363691,True,80,8
0.005720490868623169,0.005090889312791708,True,80,8
10.801148554011993,8.665877814653646,False,80,8
9.00658338437204,8.675538446364714,False,80,8
6.0154533771354295,5.883546316557763,True,80,8
13.955253805656316,8.693365587955206,False,80,8
15.639994712529232,8.559694299298286,False,80,8
4.207218027147254,3.7664674585630142,True,80,8
2.0382768987198174,1.7924326245382445,True,80,8
9.907448779917358,8.590289157757063,False,80,8
0.005720490868623169,0.005090889312791708,True,80,8
9.053387572027129,8.686537821666036,False,80,8
5.334075048043911,3.837847099924266,True,80,8
8.723100186657073,8.5152670207818,False,80,8
2.9898181479019064,2.9407248404976922,True,80,8
13.597231605625337,4.838184267340595,True,80,8
45.735542143927994,8.556107027413466,False,80,8
35.68709179137746,8.712356100516903,False,80,8
4.5195091139151495,3.7890271615440865,True,80,8
9.242943161667082,8.532022233879978,False,80,8
9.903230042883463,8.5652178430274,False,80,8
13.811515368822812,8.503505644003242,False,80,8
9.922149960231229,8.648248278100839,False,80,8
79.63405718049914,8.734079720426514,False,80,8
